keyword,normalized_query,search_intent,cluster,subcluster,country,city,audience,course,problem,funnel_stage,estimated_demand,competition_evidence,opportunity_score,ai_search_potential,existing_target_url,recommended_target_url,cannibalization_risk,content_type,action,evidence_source,confidence
meaning of in sha allah,meaning of in sha allah,informational,islamic-terms,definition,Egypt,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:39,36.6,HIGH,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
meaning of surah al ikhlas,meaning of surah al ikhlas,informational,quran-surahs,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:59,36.6,HIGH,/blog/surah-ikhlas-benefits,/blog/surah-ikhlas-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
meaning of tahajjud,meaning of tahajjud,informational,salah-prayer,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:72,36.6,HIGH,/blog/tahajjud-prayer,/blog/tahajjud-prayer,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
noor academy pakistan,noor academy pakistan,navigational,brand,brand,Pakistan,,none,none,none,brand,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:33,36.6,LOW,/,/,LOW,brand,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
online quran learning for beginners,online quran learning for beginners,commercial,islamic-general,reference,United States,,beginners,none,none,middle,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:74.5,36.6,MEDIUM,/online-quran-for-beginners,/online-quran-for-beginners,LOW,reference,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
safar ki dua roman english,safar ki dua roman english,informational,duas-supplications,guide,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:49.5,36.6,MEDIUM,/blog/safar-ki-dua-travel-dua-arabic-english,/blog/safar-ki-dua-travel-dua-arabic-english,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
translate bismillah in english,translate bismillah in english,informational,islamic-terms,definition,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:24.5,36.6,HIGH,/blog/bismillah-meaning-in-english,/blog/bismillah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
waqiah meaning,waqiah meaning,informational,quran-surahs,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:58,36.6,HIGH,/blog/surah-waqiah-benefits,/blog/surah-waqiah-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
what means inshallah,what means inshallah,informational,islamic-terms,definition,Nigeria,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:30.5,36.6,HIGH,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
alhamdulillah means in english,alhamdulillah means in english,informational,islamic-terms,definition,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:9,GSC_AVG_POSITION:68,36.3,HIGH,/blog/alhamdulillah-meaning-in-english,/blog/alhamdulillah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
allah 99 names with meaning,allah 99 names with meaning,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:51.2,36.3,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
bismillah translation in english,bismillah translation in english,informational,islamic-terms,definition,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:52,36.3,HIGH,/blog/bismillah-meaning-in-english,/blog/bismillah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
insha allah means,insha allah means,informational,islamic-terms,definition,UAE,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:41.2,36.3,HIGH,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
what are the 99 names of allah,what are the 99 names of allah,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:57.8,36.3,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
what is the meaning of surah ikhlas,what is the meaning of surah ikhlas,informational,quran-surahs,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:63,36.3,HIGH,/blog/surah-ikhlas-benefits,/blog/surah-ikhlas-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
الحمد لله in english,الحمد لله in english,informational,unclustered,unknown,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:27.8,36.3,HIGH,/blog/alhamdulillah-meaning-in-english,/blog/alhamdulillah-meaning-in-english,MEDIUM,unknown,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
meaning of inshallah,meaning of inshallah,informational,islamic-terms,definition,BHR,,none,none,none,top,GSC_IMPRESSIONS_68D:17,GSC_AVG_POSITION:66.8,36.1,HIGH,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
what does bismillah mean,what does bismillah mean,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:8,GSC_AVG_POSITION:50,36.1,HIGH,/blog/bismillah-meaning-in-english,/blog/bismillah-meaning-in-english,LOW,definition,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
99 names of allah with meaning,99 names of allah with meaning,informational,99-names,reference,GHA,,none,none,none,top,GSC_IMPRESSIONS_68D:14,GSC_AVG_POSITION:65.5,35.9,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
al ham du lillah meaning,al ham du lillah meaning,informational,unclustered,unknown,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:71,35.9,HIGH,/blog/alhamdulillah-meaning-in-english.html,/blog/alhamdulillah-meaning-in-english.html,LOW,unknown,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
allah hu akbar meaning,allah hu akbar meaning,informational,islamic-general,reference,India,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:37.7,35.9,HIGH,/blog/allahu-akbar-meaning-in-english,/blog/allahu-akbar-meaning-in-english,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
allah names 99 in arabic,allah names 99 in arabic,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:38.7,35.9,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
ayatul kursi in english language,ayatul kursi in english language,informational,quran-surahs,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:70,35.9,HIGH,/blog/ayatul-kursi-arabic-english-benefits,/blog/ayatul-kursi-arabic-english-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
ayatul kursi meaning,ayatul kursi meaning,informational,quran-surahs,reference,UAE,,none,none,none,top,GSC_IMPRESSIONS_68D:7,GSC_AVG_POSITION:58.7,35.9,HIGH,/blog/ayatul-kursi-arabic-english-benefits,/blog/ayatul-kursi-arabic-english-benefits,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
barak allah reply,barak allah reply,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:7,GSC_AVG_POSITION:10.1,35.9,LOW,/blog/barakallah-meaning,/blog/barakallah-meaning,LOW,definition,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
hasbunallahu wa ni mal wakeel meaning,hasbunallahu wa ni mal wakeel meaning,informational,islamic-general,reference,Bangladesh,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:29.3,35.9,HIGH,/blog/hasbunallahu-wa-nimal-wakeel-meaning,/blog/hasbunallahu-wa-nimal-wakeel-meaning,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
mashallah barakallah,mashallah barakallah,informational,islamic-terms,definition,UAE,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:10.7,35.9,LOW,/blog/barakallah-meaning,/blog/barakallah-meaning,LOW,definition,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
meaning of ayat ul kursi,meaning of ayat ul kursi,informational,quran-surahs,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:76.3,35.9,HIGH,/blog/ayatul-kursi-arabic-english-benefits.html,/blog/ayatul-kursi-arabic-english-benefits.html,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
meaning of insha allah,meaning of insha allah,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:7,GSC_AVG_POSITION:45.4,35.9,HIGH,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
meaning of names of allah,meaning of names of allah,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:54,35.9,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
quran lessons online,quran lessons online,informational,quran-learning-service,service,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:85,35.9,LOW,/locations/online-quran-classes-australia,/locations/online-quran-classes-australia,HIGH,service,DIFFERENTIATE INTENT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
travel dua in english,travel dua in english,informational,duas-supplications,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:61.7,35.9,HIGH,/blog/safar-ki-dua-travel-dua-arabic-english,/blog/safar-ki-dua-travel-dua-arabic-english,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
4 quls in arabic,4 quls in arabic,informational,quran-surahs,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:28,35.7,MEDIUM,/blog/4-quls,/blog/4-quls,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
99 names of ghous pak in english,99 names of ghous pak in english,informational,99-names,reference,India,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:27,35.7,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
al kursi meaning,al kursi meaning,informational,quran-surahs,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:56,35.7,HIGH,/blog/ayatul-kursi-arabic-english-benefits,/blog/ayatul-kursi-arabic-english-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
alhamdu in english,alhamdu in english,informational,unclustered,unknown,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:46,35.7,HIGH,/blog/alhamdulillah-meaning-in-english,/blog/alhamdulillah-meaning-in-english,LOW,unknown,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
alhamdulilah meaning,alhamdulilah meaning,informational,unclustered,unknown,Netherlands,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:87,35.7,HIGH,/blog/alhamdulillah-meaning-in-english.html,/blog/alhamdulillah-meaning-in-english.html,LOW,unknown,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
alhamdulillah in english meaning,alhamdulillah in english meaning,informational,islamic-terms,definition,MUS,,none,none,none,top,GSC_IMPRESSIONS_68D:13,GSC_AVG_POSITION:71.8,35.7,HIGH,/blog/alhamdulillah-meaning-in-english,/blog/alhamdulillah-meaning-in-english,MEDIUM,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
alhamdulillah malayalam meaning,alhamdulillah malayalam meaning,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:25,35.7,HIGH,/blog/alhamdulillah-meaning-in-english.html,/blog/alhamdulillah-meaning-in-english.html,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
alhamdullilah meaning,alhamdullilah meaning,informational,unclustered,unknown,Netherlands,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:85,35.7,HIGH,/blog/alhamdulillah-meaning-in-english,/blog/alhamdulillah-meaning-in-english,LOW,unknown,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
allah al akbar,allah al akbar,informational,islamic-general,reference,Denmark,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:26,35.7,LOW,/blog/allahu-akbar-meaning-in-english,/blog/allahu-akbar-meaning-in-english,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
allah names 99 in english,allah names 99 in english,informational,99-names,reference,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:30,35.7,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
allah names in english with meaning,allah names in english with meaning,informational,99-names,reference,India,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:28,35.7,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
allahu akbar what does it mean,allahu akbar what does it mean,informational,islamic-terms,definition,Netherlands,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:43,35.7,MEDIUM,/blog/allahu-akbar-meaning-in-english,/blog/allahu-akbar-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
asma ul husna with english meaning,asma ul husna with english meaning,informational,99-names,reference,India,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:31,35.7,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
astagfirullah meaning,astagfirullah meaning,informational,islamic-terms,definition,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:77,35.7,HIGH,/blog/astaghfirullah-meaning.html,/blog/astaghfirullah-meaning.html,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
athayathu english,athayathu english,informational,unclustered,unknown,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:16,35.7,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,unknown,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
ayat kursi arabic text,ayat kursi arabic text,informational,quran-surahs,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:39,35.7,MEDIUM,/blog/ayatul-kursi-arabic-english-benefits.html,/blog/ayatul-kursi-arabic-english-benefits.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
ayatul kursi full english translation,ayatul kursi full english translation,informational,quran-surahs,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:54,35.7,HIGH,/blog/ayatul-kursi-arabic-english-benefits,/blog/ayatul-kursi-arabic-english-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
barakallah meaning in urdu,barakallah meaning in urdu,informational,islamic-terms,definition,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:22,35.7,HIGH,/blog/barakallah-meaning,/blog/barakallah-meaning,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
barakallahu fik meaning,barakallahu fik meaning,informational,islamic-terms,definition,France,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:54,35.7,HIGH,/blog/barakallah-meaning,/blog/barakallah-meaning,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
definition of mashallah,definition of mashallah,informational,islamic-terms,definition,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:93,35.7,HIGH,/blog/mashallah-meaning.html,/blog/mashallah-meaning.html,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua for exam success in arabic,dua for exam success in arabic,informational,duas-supplications,guide,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:41,35.7,MEDIUM,/blog/dua-for-success-exams,/blog/dua-for-success-exams,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua for istikhara in arabic,dua for istikhara in arabic,informational,duas-supplications,guide,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:45,35.7,MEDIUM,/blog/dua-e-istikhara,/blog/dua-e-istikhara,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua for protection from nazar,dua for protection from nazar,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:39,35.7,MEDIUM,/blog/evil-eye-dua-nazar-ruqyah,/blog/evil-eye-dua-nazar-ruqyah,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua for relief from stress,dua for relief from stress,informational,duas-supplications,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:39,35.7,MEDIUM,/blog/dua-for-anxiety-stress-depression,/blog/dua-for-anxiety-stress-depression,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua for the sick person,dua for the sick person,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:35,35.7,MEDIUM,/blog/dua-for-sick-person-arabic-english,/blog/dua-for-sick-person-arabic-english,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua of sajdah,dua of sajdah,informational,salah-prayer,guide,India,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:11,35.7,LOW,/blog/sajdah-tilawat-dua-arabic-english,/blog/sajdah-tilawat-dua-arabic-english,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua qunoot in english arabic,dua qunoot in english arabic,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:58,35.7,HIGH,/blog/dua-e-qunoot-arabic-english,/blog/dua-e-qunoot-arabic-english,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua qunoot translation,dua qunoot translation,informational,duas-supplications,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:55,35.7,HIGH,/blog/dua-e-qunoot-arabic-english.html,/blog/dua-e-qunoot-arabic-english.html,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua to relieve stress,dua to relieve stress,informational,duas-supplications,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:40,35.7,MEDIUM,/blog/dua-for-anxiety-stress-depression,/blog/dua-for-anxiety-stress-depression,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
duas for anxiety and depression,duas for anxiety and depression,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:34,35.7,MEDIUM,/blog/dua-for-anxiety-stress-depression,/blog/dua-for-anxiety-stress-depression,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
duas for depression and anxiety,duas for depression and anxiety,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:36,35.7,MEDIUM,/blog/dua-for-anxiety-stress-depression,/blog/dua-for-anxiety-stress-depression,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
duas for nazar evil eye,duas for nazar evil eye,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:32,35.7,MEDIUM,/blog/evil-eye-dua-nazar-ruqyah,/blog/evil-eye-dua-nazar-ruqyah,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
durood shareef english translation,durood shareef english translation,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:51,35.7,HIGH,/blog/darood-sharif,/blog/darood-sharif,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
durood shareef english transliteration,durood shareef english transliteration,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:32,35.7,MEDIUM,/blog/darood-sharif,/blog/darood-sharif,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
durood sharif meaning,durood sharif meaning,informational,duas-supplications,guide,Saudi Arabia,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:50,35.7,HIGH,/blog/darood-sharif,/blog/darood-sharif,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
full ayatul kursi in english,full ayatul kursi in english,informational,quran-surahs,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:52,35.7,HIGH,/blog/ayatul-kursi-arabic-english-benefits,/blog/ayatul-kursi-arabic-english-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
hasbunallahu wa ni mal wakeel,hasbunallahu wa ni mal wakeel,informational,islamic-general,reference,Austria,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:49,35.7,MEDIUM,/blog/hasbunallahu-wa-nimal-wakeel-meaning,/blog/hasbunallahu-wa-nimal-wakeel-meaning,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
hifz quran online free,hifz quran online free,informational,hifz-memorisation,course,United States,,none,hifz,cost,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:63,35.7,MEDIUM,/hifz-quran-online,/hifz-quran-online,LOW,course,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
how to do ghusl in islam,how to do ghusl in islam,informational,salah-prayer,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:88,35.7,HIGH,/blog/how-to-do-ghusl-step-by-step,/blog/how-to-do-ghusl-step-by-step,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
how to do ghusl sunni,how to do ghusl sunni,informational,salah-prayer,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:63,35.7,HIGH,/blog/how-to-do-ghusl-step-by-step,/blog/how-to-do-ghusl-step-by-step,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
how to improve quran recitation voice,how to improve quran recitation voice,informational,islamic-general,reference,United Kingdom,,none,quran-reading,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:50,35.7,HIGH,/blog/how-to-improve-quran-recitation,/blog/how-to-improve-quran-recitation,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
how to make ghusl for men,how to make ghusl for men,informational,salah-prayer,guide,United States,,men,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:84,35.7,HIGH,/blog/how-to-do-ghusl-step-by-step,/blog/how-to-do-ghusl-step-by-step,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
in the name of allah meaning,in the name of allah meaning,informational,islamic-general,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:41,35.7,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
insha allah meaning in urdu,insha allah meaning in urdu,informational,islamic-terms,definition,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:31,35.7,HIGH,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
